mcu_time,mcu_x,mcu_y,mcu_z
1264.250902773,0.002203644719694,-0.003865038290103,-0.000508943339131
1264.252902812,0.001404257276032,-0.003198882087052,0.000690137826361
1264.254902773,7.19448699295425E-05,-0.001333644718509,0.000823369066971
1264.256902773,0.00033840735115,-0.00213303216217,-0.000508943339131
1264.258902773,0.000871332313591,-0.001067182237288,0.002022450232464
1264.260902813,0.00047163859176,-0.001600107199729,0.000423675345141
1264.262902773,-0.001793292498614,-0.00226626340278,0.000823369066971
1264.264902773,0.000738101072981,-0.002932419605832,0.000823369066971
1264.266902812,-0.000993905054952,-0.001067182237288,0.000556906585751
1264.268902773,-0.000460980092511,-0.000267794793627,-0.000642174579741
1264.270902773,-0.002725911182886,0.000531592650035,0.00029044410453
1264.272902773,-0.003258836145327,-0.000134563553016,-0.001175099542182
1264.274902734,-0.000860673814342,0.000131898928204,-0.001974486985844
1264.276902695,-0.000460980092511,0.000798055131255,2.39816233098475E-05
1264.278902695,-0.000194517611291,0.000798055131255,-0.001708024504623
1264.280902695,0.00033840735115,0.002663292499799,-0.001308330782793
1264.282902695,-6.1286370680709E-05,0.001464211334307,-0.000242480857911
1264.284902695,-0.000460980092511,-0.000667488515457,-0.002107718226454
1264.286902695,-0.004591148551429,0.002530061259189,-0.000775405820352
1264.288902695,-0.001926523739224,-0.000401026034237,-0.000508943339131
1264.290902695,0.002070413479083,0.000398361409425,0.002555375194905
1264.292902695,-0.001793292498614,0.001464211334307,0.001089831548192
1264.294902695,0.000604869832371,0.001064517612476,0.000690137826361
1264.296902695,0.001404257276032,0.003995604905902,0.002422143954294
1264.298902695,0.001404257276032,0.00332944870285,-0.001308330782793
1264.300902695,0.001004563554201,0.002130367537358,-0.000642174579741
1264.302902734,-0.000460980092511,-0.000534257274847,-0.002773874429505
1264.304902695,0.001137794794812,0.001330980093696,0.00029044410453
1264.306902695,-0.000194517611291,0.000131898928204,0.00015721286392
1264.308902695,-0.002459448701665,0.002130367537358,-0.000775405820352
1264.310902695,-0.000860673814342,0.003595911184071,-0.001574793264013
1264.312902695,-0.000727442573732,0.003862373665291,-0.000242480857911
1264.314902695,-0.000594211333122,0.000931286371866,2.39816233098475E-05
1264.316902695,0.00033840735115,0.001997136296748,0.001489525270023
1264.318902695,0.002203644719694,0.000664823890645,0.00029044410453
1264.320902695,-0.000194517611291,-0.00213303216217,-0.001708024504623
1264.322902695,0.001937182238473,-0.000933950996678,-0.000375712098521
1264.324902695,0.001670719757253,-0.001200413477898,0.000823369066971
1264.326902695,0.001137794794812,0.000131898928204,-0.000775405820352
1264.328902695,-6.1286370680709E-05,-1.33231240610288E-06,2.39816233098475E-05
1264.330902695,-0.003392067385937,-0.002532725884001,-0.0001092496173
1264.332902695,-0.000194517611291,-0.001067182237288,-0.001308330782793
1264.334902695,0.002470107200914,-0.00199980092156,-0.000375712098521
1264.336902695,0.001670719757253,-0.001067182237288,0.003221531397956
1264.338902734,-0.002059754979835,-0.000534257274847,0.000823369066971
1264.340902695,0.00020517611054,-0.000933950996678,0.000690137826361
1264.342902695,0.001537488516642,-0.001333644718509,-0.000242480857911
1264.344902656,0.00020517611054,-0.000800719756068,-0.001708024504623
1264.346902695,-0.000860673814342,-0.00226626340278,-0.000775405820352
1264.348902695,-0.000194517611291,-0.003598575808883,0.001089831548192
1264.350902656,0.000738101072981,-0.002932419605832,0.000690137826361
1264.352902695,-0.001526830017394,-0.000800719756068,0.000956600307582
1264.354902695,-0.003125604904717,-0.004131500771324,-0.000642174579741
1264.356902695,-0.000327748851901,-0.00199980092156,-0.000642174579741
1264.358902695,0.001937182238473,-0.000267794793627,0.000423675345141
1264.360902695,0.001137794794812,0.001064517612476,0.001489525270023
1264.362902695,0.00033840735115,-0.000800719756068,0.002555375194905
1264.364902695,-0.000327748851901,-1.33231240610288E-06,-0.001175099542182
1264.366902695,-0.001793292498614,-0.000534257274847,-0.000775405820352
1264.368902695,-0.000727442573732,-0.001333644718509,0.000423675345141
1264.370902695,-0.002725911182886,-0.000800719756068,-0.000508943339131
1264.372902695,-0.002326217461055,-0.003198882087052,0.002022450232464
1264.374902695,-0.001793292498614,-0.00186656968095,0.001489525270023
1264.376902695,-0.000727442573732,0.001997136296748,-0.002374180707675
1264.378902695,0.001404257276032,0.001064517612476,-0.001441562023403
1264.380902695,-6.1286370680709E-05,0.001597442574917,-0.000375712098521
1264.382902695,-0.001660061258004,0.002796523740409,-0.001574793264013
1264.384902695,-0.000594211333122,0.004262067387122,-0.002240949467064
1264.386902695,0.001670719757253,0.001464211334307,-0.000642174579741
1264.388902695,0.000871332313591,0.002396830018578,0.002422143954294
1264.390902695,-0.000327748851901,0.000265130168814,0.001223062788802
1264.392902695,0.00047163859176,0.000931286371866,-0.000642174579741
1264.394902695,0.000738101072981,0.000131898928204,-0.000508943339131
1264.396902695,0.00033840735115,-0.000933950996678,-0.0001092496173
1264.398902695,-0.000460980092511,0.001997136296748,2.39816233098475E-05
1264.400902695,-6.1286370680709E-05,0.00319621746224,-0.001974486985844
1264.402902695,0.001404257276032,0.000931286371866,0.001755987751243
1264.404902656,0.000604869832371,-0.000933950996678,0.000690137826361
1264.406902695,7.19448699295425E-05,0.000798055131255,-0.002107718226454
1264.408902695,0.00047163859176,0.000664823890645,-0.000242480857911
1264.410902695,-0.000460980092511,-0.000534257274847,0.000956600307582
1264.412902695,-0.000860673814342,0.000664823890645,-0.000242480857911
1264.414902695,0.002203644719694,-0.000933950996678,-0.000375712098521
1264.416902695,0.000738101072981,-0.000401026034237,0.002555375194905
1264.418902695,-0.001526830017394,0.000798055131255,-0.0001092496173
1264.420902695,0.001404257276032,-0.000534257274847,0.002288912713684
1264.422902695,0.001004563554201,-0.003332113327662,-0.002107718226454
1264.424902695,-0.000194517611291,-0.00213303216217,-0.002107718226454
1264.426902695,0.001137794794812,-0.000800719756068,-0.000375712098521
1264.428902656,-0.001260367536173,0.001997136296748,0.001755987751243
1264.430902656,-0.001260367536173,-0.000267794793627,0.001223062788802
